route name,sector name,grade,ascents,stars
ARR-B33-L5,Arrastradero,5B,1,0
ZOMBIE NATION SIT,Unknown Crag,7C+,1,0
Vuelo sin motor,Techos 1,7A,1,3
Techos de menos,Astradero,6C,1,0
L'empotrament del lament,Astradero,6B,1,0
Gruyere,Astradero,6C,1,0
La Letrina,Le Parking,6C,1,5
Par B13 L1,Le Parking,6C,1,1
ENA-B1-L7,Entreaguas,6B,1,0
Cuchilo,Techos,6B,1,0
Laf-b1-l3,Unknown Crag,6A+,1,3
LAF-B10-L2,Unknown Crag,5B,1,5
Bloque 10 - LAF-B10-L5,Unknown Crag,6A,1,5
A cieglas,Techos,7A+,1,0
Aizkolaris,Bezas,7C,1,0
N.N. (piedra plus autobus),Unknown Crag,7C,1,0
El Verano,Arrastradero,7C+,1,0
chequilacuarte,Arrastradero,7C,1,0
Tec-B39-L4,Unknown Crag,7A,1,0
ENA - B9 - L3,Entre aguas,7A,1,0
gatoruza,Unknown Crag,7A,1,0
arrista de los belgas,Arrastradero,7B,1,0
la campana de pie,Unknown Crag,7A+,1,3
el corto magico,Unknown Crag,7A,1,0
TMA-B15-L3 sitstart,Unknown Crag,7B,1,5
ARR-B17-L1,Unknown Crag,6C+,1,5
Bloque 43c izq Desrodillador,Techos,6B,1,1
Bloque 43b,Techos,6A+,1,1
Bloque 44a,Techos,6B+,1,0
Desrodillador,Techos,6C,1,1
Bloque 46.2,Arrastradero,6A+,1,0
Bloque 47.4,Arrastradero,6A,1,0
Bloque 4.3,Tierra media,5C,1,0
Bloque 14.1,Tierra media,6A,1,0
Callboy,El Sol,5C,1,5
Parkimetro,Parking,5A,1,3
NoRop.es LAF-B6-L3,La fuente,6B,1,3
La Travesia de techos,Techos,7B,1,0
el garbancito/algarbarcin,Unknown Crag,7B+,1,0
el varano por la izquierda,Arrastradero,7C,1,3
guebramantes sd,Techos,7B+,1,0
tetrix,Arrastradero,7B+,1,0
N.N. (Boulder 17 C),Techos,7A+,1,0
N.N. (Boulder 12 b),Techos,7A+,1,0
b2 e,t don pepo,7A,1,3
N.N. (2c),Techo don pepo,6B+,1,1
N.N. (2A),Parking,6C,1,3
14a,Arrastradero,3A,1,0
15a,Arrastradero,4A,1,0
28c,Arrastradero,6B,1,0
31e,Arrastradero,4A,1,0
N.N. (espolon),La fuente,7B+,1,0
b1 n°c,Parking,7A,1,0
b5 n°a,Arrastradero,7A,1,0
b22 n°c,Arrastradero,7A,1,0
b34 n°a,Arrastradero,7A,1,5
b6 n°b,Techos,7A,1,3
b2 n°d,Techos,7A,1,0
Bloque del corredor,Techos,7B,1,0
N.N.,cabrizero,7B+,1,5
Outside,Arrastradero,5C,1,0
La Cataña,Arrastradero,4A,1,0
Movimento Arroita,Arrastradero,7C,1,0
N.N. (Boulder 43 B SS),Arrastradero,7C,1,0
N.N. (Boulder 46 A SS),Arrastradero,6A,1,0
N.N. (Boulder 45 A SS),Arrastradero,6C,1,0
N.N. (Boulder 14 C SS),Techos 1,7B,1,0
N.N. (Boulder 3 f),Techo don pepo,6C,1,0
Mantle,Peninsula,6C+,1,3
N.N. (boulder 3 g),Techos,7A+,1,5
N.N. (boulder 34 a),Arrastradero,7A,1,1
Techo OVNI,Techos,6C+,1,1
N.N. (Techo),Techos,6C,1,5
Bulder a la izq. del Orejas de regletas,Arrastradero,7A,1,5
N.N. (2c),Aeroline,5C,1,0
N.N. (4b),Aeroline,6A,1,0
N.N. (5B),Aeroline,5C,1,1
6e,Aeroline,3A,1,1
N.N. (9C),Parking,6A,1,5
N.N. (7B),Techos 1,3A,1,3
7f,Techos 1,5B,1,0
7g,Techos 1,4A,1,0
7i,Techos 1,6B,1,0
N.N. (1c),Techos 2,6B+,1,0
39b,Arrastradero,5C,1,0
40a,Arrastradero,6A,1,0
N.N. (1B),Unknown Crag,7A,1,5
N.N. (8a),Unknown Crag,5B,1,0
N.N. (3c),Techo don pepo,7C,1,0
aciega,Techos,7B,1,0
Happy in Hampi,Mezquita,7A,1,0
La Làgrima (stand),Arrastradero,6C,1,0
Perla Negra,Tierra media,7B,1,0
zoorruyo conetcion,Parking,7B,1,0
gancho pferfecto,Unknown Crag,6C,1,3
N.N. (Block 6 1),Valle de la madera,7A+,1,0
N.N. (Block 88 2),Arrastradero,7A,1,3
N.N. (Block 53 1),Arrastradero,7A,1,3
El chorro SD,La fuente,7A+,1,0
Alba SD,Arrastradero,7A,1,0
Shit,Parquing,7A,1,0
tuteador,Unknown Crag,7B+,1,0
El titiritero,Arrastr. Techos core,7A+,1,1
N.N.,Arrastrad. Jacuzy,7A,1,1
Zig zag,Arrastr. Jacuzy,6C+,1,0
Techo de menos,Arrastr.,6C,1,5
B,Entreaquas,6B,1,5
E,Entreaquas,6C,1,5
C,Tierra Media/bloque14,7A,1,0
B,Parking/Bloque1,6A,1,0
Finura,Arrastradero,6B,1,0
Aquita,Arrastradero,6C,1,0
ARR B10 L7,Arrastradero,5B,1,0
Escaramuza sentado,Arrastradero,7B+,1,0
Arrastradero 63.g,Arrastradero,6C,1,0
Techos 42.b,Techos,6A,1,0
Techos 43.d,Techos,6C,1,5
N.N. (bloc 14),La fuente,7C,1,0
ENA-B1-L3,Entreaguas,6A+,1,0
ENA-B1-L4,Entreaguas,6A,1,0
Recolector de citricos,Arrastradero,7B,1,3
La Taba derecha salida,Bezas,7B,1,0
Hombro meno,Unknown Crag,7A+,1,0
TEC--B22-L5,Techos,5C,1,0
Loki de Puçol,La fuente,4C,1,0
Herchari indarra,Bezas,7B+,1,0
Malas Lenguas,Tierra media,7A,1,0
ENA-B13-L4,Unknown Crag,6B,1,0
Welcome to the next Level,Bezas,7A,1,0
Bloque 5-C,La fuente,7A,1,0
Viktorias FM,Fikahyllan,5B,1,0
El ermitano,Techo don pepo,7A+,1,0
11a,Parking,6A,1,0
12c,Parking,6A,1,0
14d,Techos,6A+,1,0
1d,Techos,6C+,1,5
ENT-B8-L3,Entre aguas,7C,1,0
N.N. (1A),Techos,6C,1,0
N.N. (5c),Techos,6B,1,3
13e,Techos,7A,1,0
NoRop.es PAR-B1-L3,Arrastradero,6C,1,0
El capital cavernicola,Arrastradero,7A,1,0
iberia sumergida (recto),Peninsula,7C,1,0
Izquierda de Zarzamora,Parking,7C,1,0
Dirty Trick,Techos,7A,1,3
LAF-B6-L1,La fuente,5A,1,5
ENT-B13-L1,La fuente,5C,1,0
El diedraco sit,Unknown Crag,7A,1,3
locomotora,Techos,7A,1,0
El murcielago,Tierra Baja,7A,1,0
El dia de la mami,Parking,3C,1,0
Bloque 21 L1,Mezquita,7B+,1,0
Bloque 4 L4,Parking,6B,1,0
Bloque 6 L6,Techos,6A,1,0
fontaneblistico,Unknown Crag,7B+,1,0
Zoorruyo,Unknown Crag,7A,1,0
PIN-B3-L1,Pinturas,7A+,1,0
placa hombro,Tierra media,7A,1,5
N.N.,La fuente,7A+,1,5
Shit,Parking,7A,1,0
Arquepa,Tierra media,6C+,1,0
Techo don pepo izq,Cabrerizo,7C,1,0
3a RP,Mezquita,6A+,1,5
8c RP,Parking,6B,1,1
Aquí huele a hierba Direct,Bezas,6C,1,3
Romulo,Bezas,7B,1,5
Talones Lejanos,Arrastradero,7A+,1,0
Rantamplan,Bezas,7B+,1,0
Frigopie,T. Media,7B,1,5
Nerviosismo,Bezas,6B,1,0
norop.es CAB-B17-L4,Cabrerizo,6B,1,3
crack,Unknown Crag,6C,1,3
Lancelot,Techos 2,6C,1,0
la cena idiotos.sentado,Peninsula,7B,1,0
Efecto Maria,Peninsula,7A+,1,3
12 A,Parking,6A,1,0
12 C,Parking,6A,1,0
12 B,Parking,6C,1,0
7 D,Techos 1,6A+,1,0
1 A,Techos 2,6C,1,5
1 C,Techos 2,6C,1,5
3 F,Psicokiller,6C,1,0
3 E,Psicokiller,6B+,1,3
Danian,Techos 1,7C+,1,0
norop.es ARR-B10-L9,Arrastradero,6B+,1,3
la grieta sentado,Peninsula,7B,1,0
N.N.,Parking,7A,1,0
NoRop.es TEC-B25-L2,Techos,6B,1,0
ENA-B9-F,Entre aguas,7A,1,5
TEC-B17-F,Techos,6C+,1,0
ENA-B3-E,Entre aguas,6C,1,0
Lalagrima,Arrastradero,6C,1,0
El plus del autobus,La fuente,6C+,1,0
N.N.,Paking,6C,1,0
Zurullo,Parking,6C,1,0
Ezperansa sit,Unknown Crag,8B,1,5
Motivos personales sit,Unknown Crag,7C+,1,0
treve de rave ??,Parking,7C+,1,0
rave,Unknown Crag,7A,1,3
Megamantel por la izq,Arrastradero,6B,1,0
Higway to heaven,Cabrerizo,7C,1,3
Team Skyrock,Tierra media,7A,1,0
Trave centeno,Unknown Crag,7B+,1,5
Arista Afropusy,Unknown Crag,7B,1,0
Bloque 6 - ARR-B5-L2,Arrastradero,7A+,1,0
Ogni etorri,Arrastradero,6C,1,3
Bloque 50 - ARR-B50-L1,Arrastradero,6C,1,0
Bloque 50 - ARR-B50-L2,Arrastradero,6A,1,0
Bloque 53 - ARR-B53-L2,Arrastradero,6B+,1,3
Bloque 10 - LAF-B10-L3,La fuente,6A,1,0
El zooruyo,Parking,7A,1,0
B17-f,Techos,6C+,1,5
Fightclub,La fuente,7B+,1,5
PAR-B12-L2,Unknown Crag,6B,1,3
Bloque 63g Arrastradero,Arrastradero,6C,1,0
Tic Tac,Unknown Crag,6B+,1,0
El Viajero,Unknown Crag,7C+,1,0
La letrina (direct),Unknown Crag,6C,1,0
Volantins (sit),Cabrerizo,6A+,1,5
PAR B1-L1,Parking,6A,1,5
PSI-B7-L1,Psicokiller,6A+,1,3
Techo de memos,Arrastradero,6C,1,0
Spiritu del vino,Mezquita,7A+,1,0
Flor de loto de pie,Mezquita,7B,1,5
Metodo bisarro,Cabrerizo,6C,1,0
Placa de 6m!,Cabrerizo,6C,1,0
CAB-B14-L6,Cabrerizo,6B+,1,0
Canada connexion,Arrastradero,7B,1,0
Placa de raquel de pie,Techos,7A,1,0
Bloque 1 e,Parking,7A,1,3
Guilotine,Fuente,7A,1,0
Combo line,Techos,7A+,1,0
N.N. (Block 13d),Arrastradero,7A,1,0
N.N. (Block 13e),Arrastradero,7B,1,0
Flor de Loto (de pie),La Mezquita,7B,1,0
el colleccionista de huesos,Mezquita,7A,1,0
TEC-B32-L1 (Brainstorm),Techos,7A,1,0
Luxor,Techos,7A+,1,5
techo don pepo punteras,Parking,7B,1,0
N.N. (1d),Parking,7A,1,5
solea de yaletengo,Techos,7A,1,0
El metodo del concilio SD,Arrastradero,7A,1,0
N.N. (6a),La Mezquita,7A+,1,3
Yueste,Arrastradero,6C+,1,0
Captain Z,Unknown Crag,7A,1,1
Biceps,Valle de la madera,5A,1,0
VDM-B12-L2,Valle de la madera,5A,1,1
14f.,La fuente,7A,1,0
N.N. (Bloque 18 B),Parking,6A,1,0
Bulder King,Unknown Crag,6A,1,0
Implakados,Unknown Crag,6B,1,0
La que no querais pa mi,Unknown Crag,4A,1,1
Lolo de Pucol,Unknown Crag,4A,1,5
Si no eres enano te roza...,Unknown Crag,6C,1,5
Arr b36-l3,Unknown Crag,7B+,1,0
Indian Secret Garden stand,Unknown Crag,8A,1,0
La mente de lluvatar,Unknown Crag,7C+,1,0
ARR-B53-L12,Unknown Crag,6B+,1,0
Xapela... (Piedra en equilibrio),La fuente,7B,1,0
Lémportrament del lament,Arrastradero,6C,1,0
detrás del quebrantamentes,Techos,7A+,1,1
LAF-B10-L3,Unknown Crag,6A,1,3
Tafoni,Bezas,6C+,1,0
Plumas a la brasa,Unknown Crag,7C,1,5
chequilicuarte,Arrastradero,7C,1,5
Zobie Nation,Arrastradero,8A,1,0
la trav de techos,Techos,7B,1,3
ENA - B1 - L6,Entre aguas,6C,1,3
Revolution Low start,Unknown Crag,7C+,1,0
sin porros de pie,Unknown Crag,7B+,1,0
el elicoptero,Arrastradero,7B,1,5
Bloque 63 F,Arrastradero,6B+,1,0
Bloque 42a,Techos,7A+,1,0
Afropusy,Techos,7A,1,0
Arista Ivan,Sector Arrastradero,7A,1,0
El empeine encantado,Sector Arrastradero,7A+,1,0
sin porros de pie,Techos,7B+,1,0
el apeadero,Arrastradero,7C+,1,0
LAF-B8-L2,Fuente,7A+,1,0
Zatoichi,Tierra media,7C+,1,0
Liqueno bastardo,Arrastradero,7A+,1,0
La guilltonia,Unknown Crag,7A+,1,0
Ineshakra Stand-Start,Arrastradero,7A,1,0
Bloque 15 b,La fuente,6B,1,0
Entiendes,Unknown Crag,7C+,1,0
Bloc11Ligne4,Fuente,6A,1,0
Bloc25Ligne1,Techos,5C,1,0
Bloc22Ligne2,Techos,5C,1,0
Bloc23Ligne3,Techos,5C,1,3
Con el Mantel en el bolsillo,Tierra media,7A,1,3
Los valencianos,La fuente,6B+,1,5
Manitas de Plata,Unknown Crag,7C,1,0
Como se monta la raspa,La fuente,6C,1,0
Tipo de Incognito,Techos,6A,1,0
TEC-B18-L1,Techos,7A,1,0
TEC-B34-1,Techos,6B,1,0
La marca de Albarra,Techos,6A+,1,0
La Pendiente de Nombre,Techos,6C,1,1
Burn Energy,Arrastradero,7B,1,1
EL esquinanzo,Arrastradero,7A,1,1
La Grima SD,Unknown Crag,7A,1,5
El reloj arena,Unknown Crag,7A,1,0
El plus del autobud(sit),La fuente,7B,1,1
Os bolachos,Arrastradero,7A,1,3
Zooruya,Parking,7A,1,5
Sider pig,Arrastradero,6C,1,0
TEC-B33-L1,Techos,6A,1,3
N.N.,bloc 12 n°a,6A,1,5
N.N. (bloc 12 n° c),Fuente,6C,1,5
N.N. (bloc 13 n° a),Fuente,6C,1,0
N.N. (Bloc 14 n° a),Fuente,6A,1,5
TMA-B16-L1,Tierra media,4A,1,5
Lance 7A,Tierra media,7A,1,5
TMA-B9-L1,terra media,6B+,1,3
lagrimal,Arrastradero,7A,1,0
El crocodillo,Cabrerizo,6B+,1,3
pinta madre,Fuente,7A,1,0
los pezones de lola,Fuente,7A,1,3
pez fugu,Parking,6B+,1,5
yihad mañanera,Entre aguas,7A+,1,5
N.N. (Block 18 3),Techos,7A,1,5
Lance Tierra Media,Tierra media,7A,1,5
ea-b21-l3,Entre aguas,7A,1,5
Abrazo Eterno,Unknown Crag,7A,1,5
Yellow Submarine,Unknown Crag,7C,1,5
bloque a la izq de orgasmo,La fuente,6A+,1,5
"si, si a la izquierda!",Mezquita,6B+,1,5
Solea del Valetengo,Techos,7A,1,5
SOS,Tierra media,7C,1,5
innoble,Techos,6A,1,3
Saltimbanquis,Cabrerizo,7B,1,0
N.N. (Block 56 2),Arrastradero,7A+,1,0
Arr.b88. B2,Arrastrad. Techos core,7A,1,0
Gatoruga,Pk. Aeroline,6C+,1,0
Arr.b88. L3,Arrastrad. Techis core,6C,1,0
Izq. Gatoruga,Pk. Aeroline,6B+,1,0
C,Entreaquas Bloque,6C,1,0
B,Tierra media,6B,1,0
C,Tierra media,7A,1,0
N.N. (2 finger pocket),Tierra media,7C,1,0
N.N.,Unknown Crag,7A,1,0
Parking 6.a,Parking,6A,1,0
La Fuente 28.a,La fuente,6B+,1,0
La Fuente 30.a,La fuente,6B,1,0
La solea del yalotengo,Techos,7A,1,0
la trav de teccos,Techos,7B,1,0
dc zaiberg,Unknown Crag,7B,1,0
El 8 pinocho,Arrastradero,6B,1,0
Aristofilia,Bezas,6C,1,0
Mezquita 4.f,Mezquita,7A,1,0
Hay es Mejor,Mezquita,6A+,1,0
Right side of la rave,Parking,6B+,1,3
TEC-B10-Tr,Techos,6A,1,5
TEC-B10-L1,Unknown Crag,5C,1,1
Right side of la rave,Unknown Crag,6B+,1,3
Limpieza Moral,Unknown Crag,7C,1,3
Guillotina,Unknown Crag,7A,1,3
O'Dynamismo,Unknown Crag,7A+,1,1
Tricky,Unknown Crag,7A,1,1
Guillotina,Fuente,7A,1,5
Arista Ivàn (sit),Unknown Crag,7A,1,3
Electroestamulación prostática,La fuente,7B+,1,3
Placa roja,Unknown Crag,7A,1,3
bonet,Unknown Crag,7B,1,3
Dr. Zoigberg,La fuente,7B,1,0
Arista del anestesista,Arrastradero,7A,1,0
Checaliquatre,Arrastradero,7C,1,0
Dos Mandingas y un destino,Reseña,7A,1,5
Diamante en bruto,La Mezquita,7A,1,0
COL-B19-L4,La Mezquita,7A,1,0
Asalta Tumbas,Techos,6C+,1,5
Manoplas,Arrastradero,7A,1,0
Cerrojo de huevas,Arrastradero,7A,1,0
TEC-B43-L1,Techos,6C,1,0
Techo + Fisuras,La Mezquita,7A,1,0
Travesia,Aeroline,7C+,1,3
sensation,Techos,7A,1,5
CAB-B11-L0,Cabrerizo,6B,1,4
Bloque 50 B,Arrastradero,7A+,1,4
La Letrina,Parking,7A+,1,4
Bloque 41 A,Tierra media,7A,1,4
Bloque 1 D,Parking,7A,1,4
Bloque 10 E,Parking,7A,1,4
Orgasmo,Parking,7A+,1,5
Bloque 29 E,Arrastradero,7B,1,0
Varint Zoiberg,La fuente,7A,1,0
Bloque 22 E,Techos,7A+,1,0
Bloque 22 F,Techos,7A+,1,0
Bloque 34 A,Techos,7A+,1,0
Yoga,Techos,7A,1,0
Sino eres enano te roza,La fuente,6C,1,5
N.N. (Bloc 51),Arrastradero,6A+,1,3
2a RP,Mezquita,6A,1,5
8d RP,Parking,6B,1,4
9b RP,Parking,6B,1,4
El hijo de Perkins,Bezas,7A,1,0
Quetzal,Bezas,7A,1,0
43b,Techos,6C+,1,0
43d,Techos,6C,1,0
reposo gaseoso,La fuente,7A,1,3
ARR-B4-L1,Arrastradero,6B,1,4
Perros callejeros,Bezas,6C,1,5
El León,Bezas,6A,1,5
Piscineando en la piscina,Bezas,6B,1,3
Dolorgasmo,Bezas,7A,1,0
N.N. (bloc 38),Arrastradero,6C,1,3
TM B44 L1,Tierra media,7C,1,3
Placa Imperio,Mezquita,7A+,1,5
Gargolita,Arrastradero,7A,1,0
travesia al lado de don pepo,Cabrerizo,7A,1,0
al lado del don pepo,Cabrerizo,6C+,1,0
Mantel en el bosillo,La fuente,7A,1,0
Black Magic,Tierra media,7C,1,0
el jaguar,Tierra media,7A,1,3
ARR-B91,Arrastradero,6A+,1,5
ENA-B13-L7,Cabrerizo,7A,1,0
Ertzean,Unknown Crag,7C+,1,0
Los titirteros,Arrastradero,7A+,1,0
el carte magico,Techos,7A,1,0
N.N.,Entreaguas,6C,1,0
Pussmann,Unknown Crag,7A,1,0
Zooruya,Unknown Crag,7A,1,0
8b.,La fuente,5C,1,0
Cangiburguer,Unknown Crag,7B+,1,0
zooryo,Unknown Crag,7A,1,0
Asalta tombas,Unknown Crag,6C+,1,0
El Graduado,Unknown Crag,6C,1,0
Anal Prosa,Unknown Crag,7C+,1,0
TEC-B24-L4 (sit),Unknown Crag,7C,1,0
Dos mandingos y un destino,Unknown Crag,7B,1,0
bender el que o fender,La fuente,6A,1,0
Peace club,La fuente,6A,1,0
BL 11 - Línea b.,La fuente,6A,1,0
CAB-B1-L6 left,Cabrerizo,6C,1,0
El Crocodrilo,Cabrerizo,6A,1,0
Roca de la casa,Parking,6A,1,0
TEC-B52-L4,Techos,6B,1,0
Doctor Robotics,Unknown Crag,8A,1,0
Simbalita,Unknown Crag,7A+,1,0
Deliverado,Unknown Crag,7B,1,0
Lanze jacuzzi,Arrastradero,7B,1,0
Travessia don Pepo,Cabrerizo,7A,1,0
El Costillar,Unknown Crag,7A+,1,0
Calamares,Tierra media,6A,1,0
En frío,Tierra media,6A,1,0
N.N. (Bloque 29 / e),Arrastradero,7B+,1,0
ARR-88-L1,Arrastradero,6C,1,0
Seiserraro,Unknown Crag,6B,1,0
Por la boca mere el pez,Unknown Crag,7A,1,0
ENA-B1-L3,Unknown Crag,6A+,1,0
Derecha del todo trave fisura,Bezas,6B,1,0
Derecha trave fisura,Bezas,6B+,1,0
Técnico romos,Bezas,6B+,1,0
The Wire - La Vira,Parking,7C,1,0
El antifaz,Tierra Baja,7A,1,0
Blackberry juice (Boulder to the right of Afropuss,Techos,6C+,1,0
TEC-B21-L2,Techos,6A,1,0
Los pezonas de Lola,La fuente,6C,1,0
ARR B53 L1,Unknown Crag,6B,1,0
ARR B53 L8,Unknown Crag,7A+,1,0
ARR B53 L9,Unknown Crag,7A,1,0
TMA B3 L2,Unknown Crag,7A,1,0
El plus del autobés,Unknown Crag,7A,1,0
Indian secret garden (direct),Mezquita,7B,1,0
Dahna,Unknown Crag,7C+,1,0
TEC-B53-L9,Techos,7A,1,0
Indian Secret Garden (debout direct),Mezquita,7B+,1,0
Obelix,Bezas los callejones,6C,1,0
Villano,Bezas los callejones,6B,1,0
PAR-B17-L9 sloper start,Parking,6C,1,0
Anticuerpos,La fuente,6C,1,0
Mantel en ei bolsillo,La fuente,7A,1,0
Pilas hacendando,La fuente,7A,1,0
La placa chocolate,Entreaguas,7A,1,5
El esquinazo stand,Arrastradero,6C,1,5
Toteham,Bezas,6A+,1,5
N.N. (Bloc 18 b),Parking,6A,1,3
ENA-B3-LE,Entre aguas,6B,1,3
Palpón,El Canon,6B,1,3
Derecha de Burning,La fuente,6C,1,1
Principio Heisenberg,La fuente,6B,1,3
Escaqueo del liquen,Arrastradero,7A,1,5
Colorado,Mesquita,6B,1,3
Placa del imperio,Mesquita,6B,1,0
guapos tarde,Mesquita,6B,1,0
Hombro Meng,Mesquita,7A+,1,1
Zooruyo,Entre aguas,7A,1,3
Mañana de Resaca,Arrastradero,7A,1,3
Coletazo sin cazo,La Mezquita,7A,1,5
Indian secret direct stand,La Mezquita,7C+,1,0
La carrera,Unknown Crag,6A+,1,0
Salto pose,Unknown Crag,6A+,1,0
Al vacio,Unknown Crag,6A,1,3
Patata hueca,Unknown Crag,6A,1,0
Cuatro estacionse,Unknown Crag,6A+,1,0
Directo a tu recto,Unknown Crag,6A,1,0
Fumat blanca,Unknown Crag,6A+,1,3
Fotomatone,Unknown Crag,6A+,1,0
Forguilla,Unknown Crag,6A+,1,3
El tumbaito,Unknown Crag,6C,1,0
El palacete,Unknown Crag,6A,1,5
Lo chinos,Unknown Crag,6A+,1,5
La cranc,Unknown Crag,6A+,1,5
Master en placas,Unknown Crag,6A,1,5
El sartenazo,Unknown Crag,6A+,1,5
El filo de Bamako,Bezas,7A+,1,5
La palmera,Bezas,7A,1,0
El cono sur,Bezas,7B,1,0
Pinturas buldestres sit,pinturas buldestres,8A,1,0
El cartero siempre llama 2 vezes,Entreaguas,7A,1,0
Chorizonas,Unknown Crag,6A+,1,0
Dos mandingas un destino,Unknown Crag,7A,1,0
Humon patibulario,Unknown Crag,6A+,1,0
Los chinos,Unknown Crag,6A+,1,3
La carrera,Unknown Crag,6A+,1,3
Salto pose,Unknown Crag,6A+,1,5
Al vacio,Unknown Crag,6A,1,0
Fotomatone,Unknown Crag,6A+,1,0
Forguilla,Unknown Crag,6A+,1,0
El palacete,Unknown Crag,6A,1,0
La cranc,Unknown Crag,6A+,1,0
El sartenazo,Unknown Crag,6A+,1,0
El filo de Bamako,Bezas,7A+,1,3
La palmera,Bezas,7A,1,1
El cono sur,Bezas,7B,1,3
El cartero siempre llama 2 vezes,Entreaguas,7A,1,1
Future Clàsicos,Bezas,7C+,1,3
Finnish mafia,Unknown Crag,7A+,1,5
La guilotina,Unknown Crag,7A+,1,5
El pseudofacil,Unknown Crag,6C,1,5
Mugrons,Unknown Crag,6B+,1,0
Romuscuidad,Unknown Crag,6B,1,0
Scratchy,Unknown Crag,7B,1,0
Teahupoo,Unknown Crag,7C,1,0
Bonobo,Unknown Crag,7B+,1,0
El funambulista,Unknown Crag,7A,1,0
Una noche en bezas,Unknown Crag,7A+,1,0
Manda huevos,Unknown Crag,7A,1,0
Quebrantamentas,Unknown Crag,7A,1,0
Rema remero,Unknown Crag,7A,1,0
El cartiero llama sienpre 2 veces,Unknown Crag,7A,1,3
pitxi metode,Bezas,7A+,1,3
borrachera de poder,Bezas,7A,1,5
COL-B17-L5,Mezquita,7A,1,5
Una mattina,Bezas,6A,1,5
El travieso,Bezas,6A+,1,5
Techo Don pepo por la izquierda,Unknown Crag,7C+,1,0
El villano,Bezas,6B,1,0
El cyborg,Bezas,6A+,1,0
Nubes negras,Unknown Crag,6B+,1,0
Sherif shot,Unknown Crag,6B+,1,0
Smooth Criminal,Bezas,7C,1,0
Zooruyo (stand start),Parking,6C,1,0
Kuku,Arrastradero,5B,1,0
Al vacío,Arrastradero,6A,1,0
Mantra (Stand start),Arrastradero,6C,1,5
Los chachas no suben,La fuente,6B,1,5
Wasamme,Techos,7A+,1,0
Hombro escombro,Bezas - El Barco,7A+,1,0
Made in china,Unknown Crag,7A+,1,0
Sandstoney,La fuente,6A+,1,5
Pilas chinas directo,La fuente,6C,1,0
Sandolín,La fuente,6B+,1,0
Bloody Mary,La fuente,6B+,1,0
UFO white,La fuente,6B,1,5
Paraninfo,Techos,6B+,1,3
7 PAR-B17-L7,Parking,6A,1,3
la vira,Unknown Crag,7C,1,0
N.N.,Loma de la tejería,6C+,1,0
corrido,Unknown Crag,6A,1,0
El Barco,Bezas - El Barco,7B,1,5
El Flaco,Bezas - El Barco,6C,1,0
El gordo,Bezas - El Barco,7A,1,0
Hombro escombro,Bezas - El Barco,7A+,1,0
Polyspan,Loma de la tejería,6C,1,5
Made in china,Unknown Crag,7A+,1,0
Sandstoney,La fuente,6A+,1,0
Pilas chinas directo,La fuente,6C,1,5
Reno renardo,La fuente,6B,1,0
Sandolín,La fuente,6B+,1,5
Alchemy,La fuente,6B+,1,0
Bloody Mary,La fuente,6B+,1,0
Sundog,La fuente,6B+,1,0
UFO white,La fuente,6B,1,0
Paraninfo,Techos,6B+,1,0
Water mellon,Techos,6B,1,5
7 PAR-B17-L7,Parking,6A,1,5
la vira,Unknown Crag,7C,1,0
N.N.,Loma de la tejería,6C+,1,0
corrido,Unknown Crag,6A,1,0
los cuatro fantasticos,Unknown Crag,6A,1,0
astro,Unknown Crag,6B,1,0
cuatro estaciones,Unknown Crag,6A,1,0
6 weeks,Unknown Crag,5C,1,0
le cranc,Unknown Crag,6A+,1,0
technicolor,Unknown Crag,5A,1,0
el juglar,Unknown Crag,6A,1,0
el bisorio,Unknown Crag,6A,1,0
el baturro,Unknown Crag,5C,1,0
My Way,La Senda,7C,1,0
La ultima crisis,Techos,5C,1,0
Mini Karma,El Canon,6C,1,0
Dr Zoigbert,Unknown Crag,7B+,1,5
Plus de Autbus,Unknown Crag,7B,1,5
Capicua,La colina,7C,1,0
Mr.robotics,La fuente,7C+,1,0
Rototom,Bezas,8A,1,0
N.N.,La fuente,7A,1,0
N.N.,Cabrerizo,7A+,1,0
La lengüa,Parking,6C+,1,5
Farrley,Techos,7A,1,0
Laura de mosca,Techos,6C,1,0
Maximum exponent,Unknown Crag,7A,1,0
El Capitan' cavernicola,Arrastradero,7B,1,0
Siescerraro,Arrastradero,6B,1,0
Bloque 29 Linea 1,La fuente,6C,1,0
Bloque 30 Linea 1,La fuente,6B,1,3
Señora Laja,Entreaguas,6C,1,3
Zooyuya,Parking,7A,1,3
N.N.,Parking,6B,1,3
Los Titiritos,Arrastradero,7A+,1,0
Ena- b1-l7,Entre aguas,6B,1,5
La Lagrimal,Arrastradero,7A,1,5
Tec-b23-l4,Techos,7C,1,5
B21-L4,Entre aguas,7B,1,0
Dreta,Mezquita,7B,1,0
N.N. (Bloc 28),Tierra media,7A,1,0
ARR-B18-L6,Unknown Crag,6A,1,5
El pie de curtis,Unknown Crag,7A+,1,1
Lance (dere cachas),La fuente,7A,1,5
Evolution izq,La fuente,7C,1,3
Polo de carne,Unknown Crag,6A+,1,5
TEC-B6-L7,Unknown Crag,6A+,1,0
ARR-B46-L4,Unknown Crag,5B,1,5
Paluego,Tierra media,7B,1,0
N.N. (Block 11-14),La fuente,6A,1,0
Transmorfer,Bezas,7A,1,3
Puta Vida,Bezas,7C,1,3
Art b88 l1,Arrastradero,6C,1,0
